"Date","Price","Open","High","Low","Change %"
"Sep 17, 2013","43.026","43.086","43.254","42.970","-0.17%"
"Sep 16, 2013","43.099","43.188","43.448","43.007","-0.14%"
"Sep 13, 2013","43.159","43.411","43.570","43.072","-0.61%"
"Sep 12, 2013","43.425","43.624","43.689","43.370","-0.50%"
"Sep 11, 2013","43.642","43.705","43.779","43.410","-0.16%"
"Sep 10, 2013","43.713","43.938","44.012","43.636","-0.54%"
"Sep 09, 2013","43.951","43.806","44.028","43.773","0.22%"
"Sep 06, 2013","43.853","43.863","44.012","43.671","-0.05%"
"Sep 05, 2013","43.877","43.999","44.195","43.817","-0.31%"
"Sep 04, 2013","44.014","44.110","44.181","43.902","-0.24%"
"Sep 03, 2013","44.120","44.048","44.182","43.912","0.13%"
"Sep 02, 2013","44.061","44.007","44.085","43.867","0.16%"
"Aug 30, 2013","43.990","44.026","44.075","43.847","-0.10%"
"Aug 29, 2013","44.036","44.262","44.299","43.894","-0.54%"
"Aug 28, 2013","44.274","44.398","44.459","44.152","-0.31%"
"Aug 27, 2013","44.411","44.218","44.471","44.191","0.41%"
"Aug 26, 2013","44.230","44.197","44.286","44.013","0.05%"
"Aug 23, 2013","44.207","44.138","44.260","44.002","0.13%"
"Aug 22, 2013","44.148","44.272","44.366","44.072","-0.30%"
"Aug 21, 2013","44.282","44.196","44.347","44.136","0.17%"
"Aug 20, 2013","44.209","43.982","44.333","43.946","0.50%"
"Aug 19, 2013","43.989","43.859","44.046","43.813","0.26%"
"Aug 16, 2013","43.877","43.898","43.987","43.756","-0.08%"
"Aug 15, 2013","43.913","43.847","44.025","43.636","0.12%"
"Aug 14, 2013","43.861","43.851","44.054","43.791","0.00%"
"Aug 13, 2013","43.861","43.903","44.024","43.815","-0.13%"
"Aug 12, 2013","43.918","43.849","43.965","43.760","0.10%"
"Aug 09, 2013","43.872","43.957","44.027","43.742","-0.22%"
"Aug 08, 2013","43.970","43.953","44.134","43.895","0.02%"
"Aug 07, 2013","43.963","43.880","44.049","43.790","0.16%"
"Aug 06, 2013","43.892","43.632","43.911","43.550","0.57%"
"Aug 05, 2013","43.644","43.575","43.713","43.530","0.07%"
"Aug 02, 2013","43.613","43.715","43.883","43.505","-0.26%"
"Aug 01, 2013","43.728","43.830","43.866","43.593","-0.27%"
"Jul 31, 2013","43.845","43.714","44.027","43.646","0.28%"
"Jul 30, 2013","43.724","43.569","43.819","43.500","0.33%"
"Jul 29, 2013","43.581","43.512","43.660","43.418","0.10%"
"Jul 26, 2013","43.538","43.359","43.618","43.283","0.39%"
"Jul 25, 2013","43.369","42.864","43.399","42.825","1.14%"
"Jul 24, 2013","42.879","42.694","42.956","42.613","0.41%"
"Jul 23, 2013","42.705","42.637","42.815","42.561","0.13%"
"Jul 22, 2013","42.648","42.534","42.742","42.395","0.23%"
"Jul 19, 2013","42.552","42.575","42.749","42.411","-0.08%"
"Jul 18, 2013","42.585","42.417","42.640","42.307","0.37%"
"Jul 17, 2013","42.427","42.658","42.747","42.343","-0.57%"
"Jul 16, 2013","42.671","42.562","42.717","42.455","0.23%"
"Jul 15, 2013","42.573","42.638","42.708","42.494","-0.19%"
"Jul 12, 2013","42.654","42.595","42.779","42.510","0.11%"
"Jul 11, 2013","42.606","42.750","43.482","42.403","-0.39%"
"Jul 10, 2013","42.771","42.159","42.794","42.009","1.42%"
"Jul 09, 2013","42.171","42.726","42.797","42.138","-1.32%"
"Jul 08, 2013","42.735","42.733","42.864","42.667","-0.07%"
"Jul 05, 2013","42.764","42.885","42.912","42.549","-0.31%"
"Jul 04, 2013","42.895","43.096","43.184","42.791","-0.48%"
"Jul 03, 2013","43.103","43.061","43.203","42.976","0.06%"
"Jul 02, 2013","43.077","43.092","43.168","42.959","-0.06%"
"Jul 01, 2013","43.101","42.696","43.111","42.680","0.90%"
"Jun 28, 2013","42.718","42.770","43.022","42.625","-0.16%"
"Jun 27, 2013","42.785","42.852","42.991","42.594","-0.19%"
"Jun 26, 2013","42.865","42.937","43.060","42.808","-0.17%"
"Jun 25, 2013","42.938","42.972","43.111","42.880","-0.10%"
"Jun 24, 2013","42.983","42.978","43.236","42.880","-0.07%"
"Jun 21, 2013","43.011","43.686","43.811","42.944","-1.57%"
"Jun 20, 2013","43.699","43.043","43.735","42.888","1.50%"
"Jun 19, 2013","43.053","42.858","43.313","42.819","0.42%"
"Jun 18, 2013","42.871","42.443","42.965","42.373","0.98%"
"Jun 17, 2013","42.454","42.319","42.514","41.990","0.25%"
"Jun 14, 2013","42.347","42.757","42.776","42.129","-0.98%"
"Jun 13, 2013","42.767","42.959","43.382","42.483","-0.48%"
"Jun 12, 2013","42.973","43.118","43.146","42.714","-0.37%"
"Jun 11, 2013","43.134","42.810","43.171","42.798","0.74%"
"Jun 10, 2013","42.819","42.527","42.880","42.444","0.54%"
"Jun 07, 2013","42.588","42.550","42.965","42.463","0.06%"
"Jun 06, 2013","42.561","42.120","42.839","42.027","1.02%"
"Jun 05, 2013","42.130","41.778","42.199","41.712","0.82%"
"Jun 04, 2013","41.786","41.628","41.869","41.528","0.36%"
"Jun 03, 2013","41.637","41.030","41.891","41.030","0.34%"
"May 31, 2013","41.496","41.399","41.596","41.277","0.21%"
"May 30, 2013","41.408","40.914","41.493","40.889","1.17%"
"May 29, 2013","40.929","40.516","40.993","40.398","0.99%"
"May 28, 2013","40.526","40.537","40.625","40.412","-0.06%"
"May 27, 2013","40.549","40.488","40.633","40.435","0.09%"
"May 24, 2013","40.514","40.716","40.737","40.433","-0.52%"
"May 23, 2013","40.726","40.381","40.746","40.277","0.82%"
"May 22, 2013","40.393","40.306","40.493","40.179","0.18%"
"May 21, 2013","40.320","40.231","40.369","40.114","0.19%"
"May 20, 2013","40.245","40.282","40.431","40.147","-0.34%"
"May 17, 2013","40.382","40.431","40.500","40.218","-0.15%"
"May 16, 2013","40.443","40.523","40.584","40.350","-0.23%"
"May 15, 2013","40.536","40.504","40.648","40.462","0.05%"
"May 14, 2013","40.517","40.657","40.798","40.498","-0.36%"
"May 13, 2013","40.665","40.621","40.865","40.547","-0.19%"
"May 10, 2013","40.743","40.678","40.837","40.619","0.13%"
"May 09, 2013","40.692","40.956","41.037","40.640","-0.67%"
"May 08, 2013","40.967","40.621","41.038","40.612","0.82%"
"May 07, 2013","40.632","40.576","40.755","40.533","0.11%"
"May 06, 2013","40.588","40.749","40.848","40.552","-0.42%"
"May 03, 2013","40.761","40.689","40.931","40.480","0.15%"
"May 02, 2013","40.699","41.307","41.351","40.660","-1.49%"
"May 01, 2013","41.314","40.977","41.435","40.916","0.80%"
"Apr 30, 2013","40.986","40.559","41.015","40.489","1.02%"
"Apr 29, 2013","40.572","40.758","40.937","40.436","-0.47%"
"Apr 26, 2013","40.763","40.539","40.836","40.482","0.52%"
"Apr 25, 2013","40.552","40.955","41.028","40.447","-1.03%"
"Apr 24, 2013","40.974","41.109","41.158","40.870","-0.36%"
"Apr 23, 2013","41.124","41.230","41.376","41.061","-0.30%"
"Apr 22, 2013","41.246","41.406","41.463","41.155","-0.20%"
"Apr 19, 2013","41.329","41.215","41.477","41.030","0.28%"
"Apr 18, 2013","41.215","41.539","41.612","41.176","-0.80%"
"Apr 17, 2013","41.547","41.231","41.577","41.102","0.89%"
"Apr 16, 2013","41.181","41.125","41.328","40.986","0.18%"
"Apr 15, 2013","41.106","40.723","41.139","40.577","0.94%"
"Apr 12, 2013","40.722","40.468","40.768","40.411","0.62%"
"Apr 11, 2013","40.471","40.342","40.531","40.286","0.24%"
"Apr 10, 2013","40.373","40.575","40.688","40.249","-0.53%"
"Apr 09, 2013","40.587","40.650","40.759","40.483","-0.14%"
"Apr 08, 2013","40.642","40.935","41.109","40.568","-0.70%"
"Apr 05, 2013","40.927","40.859","41.250","40.766","0.12%"
"Apr 04, 2013","40.876","40.658","40.914","40.414","0.52%"
"Apr 03, 2013","40.666","40.155","40.717","40.080","1.27%"
"Apr 02, 2013","40.156","39.944","40.184","39.925","0.59%"
"Apr 01, 2013","39.921","39.801","40.036","39.680","0.20%"
"Mar 29, 2013","39.843","39.891","39.947","39.736","-0.11%"
"Mar 28, 2013","39.886","39.650","39.947","39.614","0.56%"
"Mar 27, 2013","39.663","39.702","39.749","39.517","-0.10%"
"Mar 26, 2013","39.704","39.748","39.821","39.623","-0.17%"
"Mar 25, 2013","39.770","40.000","40.253","39.699","-0.74%"
"Mar 22, 2013","40.066","39.891","40.155","39.845","0.33%"
"Mar 21, 2013","39.933","39.930","40.064","39.843","0.00%"
"Mar 20, 2013","39.932","39.879","40.043","39.801","0.12%"
"Mar 19, 2013","39.884","39.913","40.058","39.787","-0.07%"
"Mar 18, 2013","39.913","39.536","40.022","39.432","-0.35%"
"Mar 15, 2013","40.054","39.940","40.141","39.928","0.29%"
"Mar 14, 2013","39.938","39.913","40.052","39.772","0.04%"
"Mar 13, 2013","39.921","39.983","40.106","39.764","-0.19%"
"Mar 12, 2013","39.995","40.028","40.115","39.946","-0.11%"
"Mar 11, 2013","40.040","39.992","40.075","39.937","0.03%"
"Mar 08, 2013","40.027","40.226","40.336","39.830","-0.53%"
"Mar 07, 2013","40.242","39.934","40.298","39.891","0.73%"
"Mar 06, 2013","39.949","39.953","40.057","39.893","-0.07%"
"Mar 05, 2013","39.977","40.050","40.126","39.886","-0.16%"
"Mar 04, 2013","40.040","39.934","40.102","39.903","0.17%"
"Mar 01, 2013","39.971","40.019","40.118","39.832","-0.17%"
"Feb 28, 2013","40.039","40.071","40.168","39.970","0.37%"
"Feb 27, 2013","39.892","39.973","40.139","39.915","-0.23%"
"Feb 26, 2013","39.983","39.858","40.117","39.773","0.40%"
"Feb 25, 2013","39.823","40.138","40.296","39.754","-0.61%"
"Feb 22, 2013","40.068","40.158","40.280","39.966","-0.28%"
"Feb 21, 2013","40.182","40.201","40.273","39.953","0.03%"
"Feb 20, 2013","40.169","40.271","40.396","40.068","-0.27%"
"Feb 19, 2013","40.278","40.217","40.305","40.146","0.14%"
"Feb 18, 2013","40.221","40.172","40.282","40.103","-0.06%"
"Feb 15, 2013","40.247","40.202","40.358","40.104","0.09%"
"Feb 14, 2013","40.209","40.421","40.466","40.076","-0.59%"
"Feb 13, 2013","40.446","40.396","40.595","40.342","0.12%"
"Feb 12, 2013","40.396","40.419","40.513","40.205","-0.11%"
"Feb 11, 2013","40.440","40.300","40.520","40.286","0.30%"
"Feb 08, 2013","40.321","40.507","40.556","40.231","-0.48%"
"Feb 07, 2013","40.517","40.661","40.786","40.176","-0.34%"
"Feb 06, 2013","40.654","40.698","40.742","40.518","-0.06%"
"Feb 05, 2013","40.677","40.633","40.734","40.535","0.06%"
"Feb 04, 2013","40.652","40.732","40.833","40.588","-0.27%"
"Feb 01, 2013","40.761","40.761","40.973","40.679","-0.05%"
"Jan 31, 2013","40.783","40.752","40.853","40.665","0.12%"
"Jan 30, 2013","40.734","40.523","40.816","40.465","0.43%"
"Jan 29, 2013","40.558","40.611","40.637","40.442","-0.13%"
"Jan 28, 2013","40.611","40.404","40.663","40.386","0.46%"
"Jan 25, 2013","40.425","40.224","40.522","40.128","0.59%"
"Jan 24, 2013","40.188","40.167","40.267","40.094","0.01%"
"Jan 23, 2013","40.183","40.258","40.340","40.077","-0.18%"
"Jan 22, 2013","40.254","40.269","40.416","40.127","-0.03%"
"Jan 21, 2013","40.268","40.244","40.398","40.238","-0.08%"
"Jan 18, 2013","40.299","40.357","40.500","40.215","-0.14%"
"Jan 17, 2013","40.356","40.312","40.517","40.270","0.11%"
"Jan 16, 2013","40.310","40.328","40.437","40.198","0.00%"
"Jan 15, 2013","40.310","40.417","40.483","40.249","-0.30%"
"Jan 14, 2013","40.431","40.517","40.651","40.325","-0.06%"
"Jan 11, 2013","40.455","39.962","40.574","39.946","1.01%"
"Jan 10, 2013","40.052","39.645","40.088","39.530","0.96%"
"Jan 09, 2013","39.672","39.626","39.953","39.591","0.08%"
"Jan 08, 2013","39.641","39.784","39.895","39.557","-0.40%"
"Jan 07, 2013","39.801","39.653","39.839","39.501","0.40%"
"Jan 04, 2013","39.643","39.453","39.774","39.386","0.43%"
"Jan 03, 2013","39.473","39.754","39.802","39.443","-0.69%"
"Jan 02, 2013","39.747","40.356","40.667","39.691","-1.49%"
"Jan 01, 2013","40.350","40.296","40.442","40.280","0.06%"
"Dec 31, 2012","40.325","40.110","40.422","40.056","0.45%"
"Dec 28, 2012","40.145","40.234","40.501","40.047","-0.27%"
"Dec 27, 2012","40.253","40.431","40.476","40.100","-0.49%"
"Dec 26, 2012","40.451","40.461","40.494","40.253","-0.10%"
"Dec 25, 2012","40.490","40.394","40.520","40.056","0.23%"
"Dec 24, 2012","40.398","40.611","40.700","40.300","-0.62%"
"Dec 21, 2012","40.648","40.626","40.701","40.464","0.03%"
"Dec 20, 2012","40.637","40.681","40.773","40.561","-0.18%"
"Dec 19, 2012","40.711","40.647","40.869","40.615","0.14%"
"Dec 18, 2012","40.656","40.766","40.859","40.597","-0.28%"
"Dec 17, 2012","40.772","40.432","40.845","40.362","0.89%"
"Dec 14, 2012","40.413","40.175","40.457","40.142","0.55%"
"Dec 13, 2012","40.193","39.934","40.223","39.866","0.66%"
"Dec 12, 2012","39.928","39.925","40.027","39.811","-0.02%"
"Dec 11, 2012","39.936","39.819","40.010","39.658","0.22%"
"Dec 10, 2012","39.850","39.785","39.912","39.692","0.00%"
